Title,Description,Company,OfferURL,SalaryFrom,SalaryTo,Currency,Technologies,AddedAt
"Web Developer","Jesteśmy 100-osobowym zespołem, który tworzy własne oprogramowanie na platformy Microsoft Azure, Office 365, Exchange i SharePoint. Nasze programy wykorzystywane są w ponad 120 000 przedsiębiorstw w 170+ krajach świata, a wśród naszych klientów są takie firmy jak Shell, Facebook czy Sąd Najwyższy Stanów Zjednoczonych. Mamy grupę krwi C++, nasze biura znajdują się we Wrocławiu i Jeleniej Górze, a nasi małżonkowie są zmuszani do oglądania kanału HRejterzy (bo to nasz kanał).Aktualnie prowadzimy rekrutację na stanowisko:Programista - Web Developer Miejsce pracy: Wrocław lub Jelenia Góra lub praca zdalnaPracując na tym stanowisku, będziesz zajmować się następującymi rzeczami:
Tworzyć nowe i rozwijać istniejące oprogramowanie CodeTwo.
Projektować i realizować interfejs użytkownika naszych produktów według najnowszych standardów.
Pracować w jednym z kilkuosobowych zespołów przy projektach prowadzonych według metodologii SCRUM/Agile z wykorzystaniem między innymi Azure DevOps.
Uczestniczyć we wszystkich fazach tworzenia oprogramowania (opracowanie koncepcji, analiza + research, projektowanie, implementacja).
Programować z użyciem nowoczesnych technologii: m.in. React, JavaScript, CSS, Typescript, C#, Less.
Programować w środowisku Azure.
Tworzyć dokumentację techniczną implementowanego oprogramowania.
Czego wymagamy?
Znajomości biblioteki i technologii React, JavaScript, CSS, Typescript, C#, Less. Mile widziana będzie znajomość: ASP.NET, Blazor.
Znajomości standardów i reguł tworzenia interfejsu użytkownika.
Znajomości środowiska Visual Studio.
Przynajmniej dwuletniego doświadczenia w tworzeniu interfejsu użytkownika w wyżej wymienionych technologiach, popartego zrealizowanymi projektami.
Zaangażowania i profesjonalnego podejścia do pracy.
Znajomości języka angielskiego w stopniu pozwalającym na swobodne czytanie dokumentacji.
Co oferujemy?
Możliwość wyboru pomiędzy pracą zdalną, pracą w biurze we Wrocławiu lub Jeleniej Górze.
Pracę z wykorzystaniem najnowszych systemów, narzędzi i technologii Microsoft.
Ciekawe i pełne wyzwań zadania.
Realny wpływ na rozwój firmy i jej produktów.
Możliwość rozwoju, ciągłego poszerzania i doskonalenia swoich kompetencji.
Ruchome godziny pracy.
Atrakcyjne wynagrodzenie.
Jeśli nie jesteś fanem zgiełku korporacji, to praca w naszej kilkudziesięcioosobowej firmie, która zachowała swoją bezpośrednią i życzliwą kulturę pracy, może być wyjątkowo atrakcyjna.
Jeśli nie jesteś fanem zgiełku wielkich miast i korków, to wybierając pracę w naszym biurze w Jeleniej Górze, będziesz pracować w jednym z najpiękniejszych miejsc w Polsce (a według wielu z nas, nie tylko w Polsce), które pozwala na uprawianie różnorodnych sportów i aktywności.
Pakiet relokacyjny dla osób chcących przeprowadzić się do Jeleniej Góry.
Inne apanaże: dopłatę do karty Multisport, grupowego ubezpieczenia pracowniczego, pakietu medycznego, darmowe polskie jabłka, kolumbijskie banany i cukierki, imprezy integracyjne, pizza days, pasztetowe czwartki, życiowa rola w filmie #HRejterów.
Dwa monitory 14” z kartą 256 kolorów lub Hercules 16 mln odcieni szarości.
Prześlij do nas swoje CV wraz z krótkim opisem najważniejszych zrealizowanych projektów.﻿Z uwagi na dużą liczbę otrzymywanych aplikacji, o powodach niezaakceptowania kandydatury informujemy tylko tych kandydatów, których CV zostało zakwalifikowane do kolejnych etapów rekrutacji. Niezależnie od tego, jeśli Twoje CV nie zostanie zakwalifikowane do kolejnych etapów, otrzymasz od nas powiadomienie mailowe.","CodeTwo sp. z o.o. sp. k.","https://justjoin.it/job-offer/codetwo-sp-z-o-o-sp-k--web-developer-jelenia-gora-javascript",10000,17000,PLN,"C#;Visual Studio;React;CSS;JavaScript;ASP.NET;Azure","New"
"React Native Developer","Our ClientJoin one of Europe’s fastest-growing EdTech startups which provides a leading platform for math education in the K-12 space. By leveraging handwritten solutions in a digital format, our client allows teachers to place emphasis on creativity in math, while gaining key insights on student progression. This creates a more engaging, inclusive and pedagogical math class for all students.Math remains the largest challenge for schools, where one in five students in year 8 are low performers. Math is one of the core pillars on which careers are built, and K-12 math represents one of the largest opportunities at improving educational outcomes and career prospects for children and young adults.Originally founded in Stockholm, Sweden, our client is now growing rapidly in the US. They are an ambitious team on a meaningful mission of improving math education for millions of children.Role
Develop and maintain our React Native app using best practices
Work with React Native in mobile and web for internal libraries used across all platforms
Develop native modules written in Swift
Publishing mobile app in AppStore, managing TestFlight
Taking active part in the Frontend team’s code review and collaboration activities
Collaborate with other developers, Product managers, QAs and designers to create the best product helping kids all over the world succeed in math.
Key competences
min. 4 years of experience in Software development
min. 3 years of experience of React Native development
Experience of deployment and publishing process in app stores
Experience of iOS infrastructure
Strong knowledge of Typescript and Javascript
Knowledge of native modules
Nice to have
Experience in Swift
Salary and conditions
19.000-24.000 PLN
B2B agreement
Hybrid setup with at least 3 days in office in Warsaw

Benefits
Paid sick leave
Visit Head Office in Stockholm County Sweden
Paid Vacation Time
Family Access to leading Math's Education platform
Company Laptop
Great career growth within an International Company","Optiveum","https://justjoin.it/job-offer/optiveum-react-native-developer-warszawa-javascript",19000,24000,PLN,"TypeScript;JavaScript;iOS;native modules;React Native;Swift","New"
"Full Stack Developer","Who we are:4Semantics is a rapidly growing technology firm specializing in Intelligent Document Processing (IDP) with a strong focus on the financial sector. Using our proprietary cognitive AI technology, we transform large volumes of complex documents into structured data, enhancing efficiency and accuracy in financial operations globally. We work with top banks, leasing companies, and other reputable institutions in Poland. Backed by a leading Polish-Israeli technology fund, Full Speed Ventures.Responsibilities:As a Full Stack Developer at 4Semantics, you’ll join us at an exciting phase of our journey, contributing directly to the development of web applications that drive our Intelligent Document Processing solutions. You’ll work on designing, developing, and maintaining both the backend and frontend components of our applications, ensuring scalability, functionality, and performance. This role offers the chance to collaborate closely with cross-functional teams, influencing project outcomes and refining the user experience of our customers.Key Requirements:

Java Development: Proficiency in Java 8+ with experience in developing web applications, Spring Boot, and REST API.

Relational Databases: Knowledge of relational databases (PostgreSQL/ MS SQL).

Frontend Development with Angular: Proficiency in creating UI components using Angular 10+ (TypeScript) and Angular Material.

Core Web Technologies: Basic knowledge of JavaScript, HTML5 and CSS3.

Version Control: Experience with GIT for version control and collaboration.
Nice to Have:

Additional Frameworks: Familiarity with Apache Camel and NgRX Store.

Browser Extensions: Knowledge of building extensions for Chromium-based browsers.

Linux and Docker: Experience with Linux and containerization using Docker.

Database Migration Tools: Familiarity with database migration tools like Liquibase.

RPA Experience: Understanding of Robotic Process Automation (RPA) technologies.
What We Offer:
Competitive salary and comprehensive benefits.
A dynamic and supportive work environment where innovation and initiative are encouraged.
Flexible working options (remote, hybrid, or on-site).
Opportunities for personal and professional growth.
Wide individual or family medical package with Medicover (including Damian Medical Centers).
Subsidy for a sports card.","4semantics","https://justjoin.it/job-offer/4semantics-full-stack-developer-warszawa-java-1813b31c",14000,22000,PLN,"Angular;Java;JavaScript;Git;Relational Databases;Spring Boot","4d ago"
"Senior React Developer","About Momentum:Momentum is a full-stack digital agency from the city of a hundred bridges. Our DNA is to work on technologies for the most dynamic and recognizable start-ups on the national and global markets.Role overview:At Momentum, we follow a collaborative, impact-driven approach to building digital health solutions. We aim to create a world where no one feels helpless because of a lack of medical information or diagnostics access. Every day, we work towards making people feel more empowered and safe regarding their health. We are looking for someone who:
is a team player and has got problem solving attitude 
support the idea that clean code is the most important to building maintainable software
has got a business sense: you are able to balance between technical perfection and business needs/ priorities
has no problems with communication in English
Requirements:
Expert in JavaScript (4+ years of experience)
Strong knowledge of TypeScript
Strong knowledge of React and Redux
Knowledge of React framework like Next.js / Remix / Gatsby
Practical knowledge of Git
Proficiency in HTML and CSS
Adherence to Clean Code principles
Fluent written and spoken English
Fluent written and spoken Polish
Nice to have:
Experience with testing
Familiarity with CI/CD pipelines
React Native experience
Refactoring skills
Proactivity and problem-solving attitude
Responsibilities:
Develop high-performance, multi-threaded software, following architectural guidelines for APIs and services
Support the project in all aspects of development by working closely with developers and testers
Ensuring high code quality and performance
Selection of architecture and methodologies for the project
Independently build applications from zero to publication
Perform code review
What we offer:
Modern Workspace: We provide a modern and comfortable office environment, located in the heart of Wrocław.
Work-Life Harmony: Enjoy flexible working hours, allowing you to achieve the perfect balance between work and life.
Stay Active: Our company Multisport benefit encourages you to stay fit and prioritize your well-being.
Your Health Matters: Access to private healthcare ensures you’re taken care of when you need it most.
Remote Support: For our remote team members, we offer reimbursement for necessary and non-necessary office visits.
Freedom of Choice: We understand that everyone has different lifestyles and needs. That’s why the Worksmile Cafeteria System gives you access to hundreds of non-wage benefits to choose from.
Security and Peace of Mind: We provide the option to join our comprehensive insurance plan, ensuring security for you and your loved ones.
Team Building & Development Fun(d): We believe in the power of fun and development. Microfunds are available to bring excitement to your work-life or to help you develop your skills and gain knowledge.
If you have any questions, get in touch with us! Send us your CV, we will schedule a meeting.","Momentum","https://justjoin.it/job-offer/momentum-senior-react-developer-wroclaw-javascript",16000,20000,PLN,"JavaScript;Git;TypeScript;Next.js;HTML;React;CSS","New"
"Angular Developer","Nexio Management to polska firma technologiczna z blisko 20-letnim doświadczeniem na rynku. Obecnie w naszych centrach kompetencyjnych zatrudniamy ponad 500 konsultantów, którzy świadczą usługi IT dla Klientów na całym świecie. Siedziba Nexio Management mieści się w Warszawie, a Nasze biura zlokalizowane są także w Rumunii oraz Wielkiej Brytanii. W ramach naszego portfolio tworzymy szyte na miarę rozwiązania, utrzymujemy i rozwijamy nawet najbardziej wymagające systemy IT. Dostarczamy własne produkty oraz wspieramy zespoły naszych klientów w modelach scale up the team. Naszymi klientami są firmy z całego świata szukające wsparcia najwyższej klasy ekspertów.Aktualnie do naszych projektów poszukujemy osób zainteresowanych rolą Programisty Angular, otwartych na pracę w trybie hybrydowym (Warszawa).ZADANIA:
Aktywny udział w projektowaniu i rozwoju oprogramowania w obszarze front-endu (Angular)
Tworzenie responsywnych aplikacji/mobile first
Zapewnienie wysokiej jakości kodu, tworzenie testów jednostkowych i wykonywanie CodeReview
Utrzymywanie i aktualizacja repozytorium dokumentacji technicznej systemów informatycznych
Ścisła współpraca z zespołem projektowym - pracujemy w metodykach zwinnych
WYMAGANIA:
Minimum 4-letnie doświadczenie w programowaniu frontendu, w tym minimum roczne z wykorzystaniem Angulara
Bardzo dobra znajomość Angular 18+, TypeScript, RxJS
Praktyczna znajomość JavaScript (ES6/ES7) / NgRx / NgXs, NX
Znajomość i doświadczenie HTML5, CSS3, SCSS, Bootstrap 5+, REST API, JSON/XML
Umiejętność budowania aplikacji zgodnie z techniką RWD
Doświadczenie w pisaniu testów jednostkowych, e2e
Znajomość podejścia test-driven development (TDD)
Rozwinięte umiejętności analityczne i pracy zespołowej
Mile widziane także:
Doświadczenie w pracy z systemami klasy CRM
Znajomość technologii backendowych (PHP, Java)
Znajomość biblioteki jQuery
Znajomość języka angielskiego na poziomie min. B2
OFERUJEMY:
Szeroki wachlarz ciekawych, różnorodnych, zaawansowanych projektów realizowanych w najnowszych technologiach dla największych polskich i międzynarodowych firm
Różnorodne formy współpracy – umowa o pracę, kontrakt B2B lub umowa zlecenie
Stabilność zatrudnienia – długofalowe projekty, współpracę z wiodącymi firmami z branży, możliwości zmiany projektu
Benefity: pakiet Medicover (rozszerzony o stomatologię), kartę FitProfit, lekcje języka angielskiego
Finansowanie certyfikatów technicznych
Unikalną atmosferę pracy w zgranych zespołach oraz udział w cyklicznych integracjach
Udział w różnorodnych inicjatywach charytatywnych oraz sportowych (np. biegi firmowe, turnieje szachowe, rozgrywki piłki nożnej)","Nexio Management","https://justjoin.it/job-offer/nexio-management-angular-developer-warszawa-javascript",0,0,,"TypeScript;JavaScript;Angular;Bootstrap","New"
"Node.js Developer","OPPORTUNITIES:
Excellent working environment: the company is big enough to be reliable, yet small enough to be person-oriented.
Full-cycle projects and product development.
Training & development-focused approach: clear roadmap for training employees to sustain and enhance the productivity of the organization as a whole, internal technical meetups, free English classes.
Collaboration with the teams from the European Union and United States both on-site and remotely.
Work-life balance to suit everyone: flexible working hours, loyal sick-leave policy, student-exam-session-friendly approach, corporate events and sport activities.
YOU WILL:
Design and develop large scale web applications using Node.js.
Focus on backend software development and interface with third party APIs.
Contribute to the overall software development life-cycle including requirements gathering/analysis, design, development, release/version control, testing, deployment and support.
Be a part of an agile-based and globally distributed team.
NEED TO HAVE:
Strong Node.js development skills;
Strong TypeScript and JavaScript experience;
Experience in designing and developing API’s using REST API or GraphQL;
Experience with distributed source control systems (e.g. Git, Mercurial);
Knowledge of frameworks available for Node.js (such as Nest.js, Express, SAP CAP, LoopBack);
Experience in relational (MySQL, PostgreSQL, etc.), document-oriented databases (MongoDB) and KV-storage (Redis);
Experience with AWS (EC2, S3, etc.), Microsoft Azure, and other related cloud technologies;
Experience in writing unit, integration tests (Jest, Mocha, Chai, Supertest);
Experience with Docker, Podman or other container management tool;
Strong understanding of software best practices, data structures, algorithms, databases, and networks;
Fluent English (Intermediate, Upper-Intermediate, Advanced).
NICE TO HAVE:
Familiarity with message passing technology such as AMQP and ZeroMQ.
Practical experience in Agile development methodologies.
Knowledge of design patterns.
Knowledge of distributed system approaches and patterns.
Experience with SAP CAP/BTP.
Familiarity with Domain-Driven Design.
Good communication skills.","LeverX","https://justjoin.it/job-offer/leverx-node-js-developer-wroclaw-javascript",0,0,,"TypeScript;Node.js;JavaScript;SAP CAP/BTP","4d ago"
"Frontend Developer","About the Position:This role involves working on challenging projects across multiple initiatives. You will collaborate with key stakeholders, UX designers, and development teams to gather requirements and deliver high-quality solutions. This position offers opportunities to learn new technologies, continuously enhance your skill set, and work on cutting-edge products. You will tackle technical challenges with innovative solutions that align with a long-term vision.Key Responsibilities:• Build and execute complex projects across various initiatives.• Collaborate with stakeholders, UX designers, and other teams to gather requirements and deliver solutions.• Continuously learn and adopt new technologies to enhance both your skills and the products you develop.• Solve technical challenges effectively, focusing on long-term solutions.Requirements:• 5+ years of hands-on experience with modern technologies for building rich web applications.• Strong expertise in front-end technologies, including React (mandatory), Angular, and TypeScript. • Experience with clean code principles and testing methodologies.• Excellent interpersonal, communication, and organizational skills.• Ability to manage multiple projects in a fast-paced, collaborative environment.• Self-motivated with strong analytical skills, innovation, and intellectual curiosity.Nice to Have:• Bachelor’s degree in Computer Science.• Experience with agile SDLC, including research, design, and engineering.• Knowledge of micro frontends and reactive programming frameworks like RxJS.• Familiarity with front-end build tools and testing libraries, such as Webpack, Jest, and Cypress.• Experience with server-side rendering (SSR) and CSS-in-JS.Main tech-stack:React, JavaScript, TypeScriptRest of tech-stack:Jest, Cypress, Redux, Node.js, CSS-in-JS, SSR","Harvey Nash Technology","https://justjoin.it/job-offer/harvey-nash-technology-frontend-developer-warszawa-javascript",23500,33500,PLN,"JavaScript;React;TypeScript;Jest;Cypress;Redux;Node.js;CSS;SSRS;React hooks","New"
"Full-Stack Developer","If developing full-stack applications is your bread and butter, join Pareto Publishing, where we develop innovative e-mail marketing solutions for our clients!What you will be doing:
Develop and maintain full-stack applications using PHP, SQL, HTML, CSS, and JavaScript 🛠️
Design and manage relational databases for business and client systems 🗄️
Integrate new features into our existing PHP codebase 🔄
Optimize PHP services for performance ⚡
Implement security best practices 🔒
Refactor systems for scalability and automation 📈
Stay updated with the latest financial tech trends 🌐
Requirements:
Proficient in PHP, SQL, HTML, CSS, and JavaScript 💹
Experience with CRM platforms and email marketing tools 📧
Familiarity with Zapier and AWS databases ☁️
Possibility to work on your own device 💻
Proficient with Jira and Slack 📋
Excellent English skills (we have an international team) 🗣️
Ability to work from our office space in Warsaw 🇵🇱
What you’ll get:
Stable on-site position: Work from our modern office opposite the Warsaw Spire 🏢
Competitive salary with a bonus package: Attractive compensation with bonuses such as PTO, performance bonuses, and more 💰
Big growth opportunities: Continuous learning and professional development with the potential to advance to CTO 🚀
Professional development: Budget for courses, certifications, and conferences 🎓
Just apply and well, let’s get to know each other to potentially make some nice things happen together! 🙂","Pareto Publishing Ltd","https://justjoin.it/job-offer/pareto-publishing-ltd-full-stack-developer-warszawa-php",7000,12000,PLN,"JavaScript;HTML;CSS;SQL","New"
"React Developer","Employer: International software house Location: Cracow, Poland Rate: up to 31 EUR per hour Cooperation model: B2BStart date: ASAPRecruitment process: 2-3 online interviewsTechnology stack: ReactJS, JavascriptOur Client is a software house which is active one the market for more then 10 years and specializes in mobile marketing. The platform that you will develop allows users to make good choices and understand the ROI (return on investment) of their advertising campaigns - where their best users are coming from, how to retain them and how to provide them better value.  Your role is:-> To develop Client's products and features, from design to implementation;-> To collaborate with other specialists and team members to deliver best possible products;-> To take part in designing and implementing modern UI for various data products;-> To improving the client's product through your own continuous development in your area of ​​expertise. Your skills and experiences:-> 3+ years of experience in web development;-> At least 2 years of experience with ReactJS;-> Excelent Javascript skills;-> A problem-solving and positive attitude, an eagerness to learn, and a willingness to take on new challenges;-> Being a great team player; -> Very good command of English (at least B2).   Nice to have:+ Backend experience;+ Experience in developing SaaS products & platforms;+ B.Sc. in computer science or similar.  Our client offers:+  Learning sessions, workshops, hackathons, meetups, pair programming and open-source contributions;+ Great opportunity for personal development in a stable and friendly large multinational company;+ Flexible working hours;+ Company events;+ Career growth and additional education. If interested, please apply safely through this portal (application rules are in accordance with GDPR). Employment agency Nr 17138.","Winged IT","https://justjoin.it/job-offer/winged-it-react-developer-krakow-javascript",0,0,,"ReactJS;JavaScript","New"
"Senior Fullstack Developer","Wynagrodzenie: 1000 - 1250 PLN/MD na B2BModel pracy: elastyczna hybryda (kilka dni w miesiącu w biurze we Wrocławiu, z możliwością pracy zdalnej przez pozostały czas) Dlaczego warto wybrać tę ofertę?
Dołącz do zespołu, który pracuje z najnowszymi rozwiązaniami IT, umożliwiając rozwój kariery i zdobywanie cennych doświadczeń
Zyskaj możliwość pracy nad innowacyjnymi projektami, które mają realny wpływ na sektor energetyczny i gospodarkę


Społeczność Jit umili Ci czas podczas cyklicznych spotkań integracyjnych

Zyskasz możliwość uczestniczenia w Jit Communities i szkoleniach, aby dalej rozwijać swoje umiejętności
 ProjektDołączając do projektu będziesz miał możliwość rozwijania swoich kompetencji, korzystając z narzędzi wspierających automatyzację, integrację oraz zarządzanie systemami. W ramach projektu będziesz pracować nad kompleksowymi rozwiązaniami, które integrują zaawansowane technologie frontendowe i backendowe, umożliwiając tworzenie skalowalnych i wydajnych aplikacji. Twoja praca obejmie zarówno implementację nowych funkcji, jak i optymalizację istniejących systemów, z naciskiem na jakość kodu, efektywność procesów oraz współpracę z zespołem specjalistów. Oferujemy elastyczne warunki pracy z możliwością pracy zdalnej, a także okazjonalne wizyty w siedzibie firmy we Wrocławiu, aby wspierać integrację zespołu i współpracę w kluczowych momentach projektu. Wymagane kompetencje
Minimum 6 lat doświadczenia w programowaniu z wykorzystaniem zaawansowanego zestawu technologii frontendowych i backendowych

Znajomość Oracle PL/SQL w zakresie projektowania i zarządzania złożonymi bazami danych
Umiejętność budowania skalowalnych i wydajnych aplikacji serwerowych
Doświadczenie w przygotowywaniu dokumentacji technicznej i projektowej
Umiejętność efektywnej współpracy w zespole w dynamicznym środowisku
Znajomość REST API, JSON oraz narzędzi takich jak Git, Jenkins, Nexus

Umiejętność tworzenia testów jednostkowych i integracyjnych
Znajomość podstawowych wzorców projektowych
 Technologie z jakimi będziesz pracować
Angular 2+
HTML5
JavaScript (ES2015)
TypeScript
CSS
C# .NET
Oracle PL/SQL
REST API
JSON
 Narzędzia z jakimi będziesz pracować
Git
Jenkins
Nexus
Znajomość poniższych narzędzi będzie mile widziana:
Docker
Kubernetes lub Nomad
Apache Kafka
Redis
 Klient – dlaczego warto wybrać akurat tego klienta z portfolio JIT?Nasz klient specjalizuje się w rozwijaniu innowacyjnych rozwiązań technologicznych w sektorze energetycznym i działa na terenie całej Polski od ponad 12 lat. Klient wspiera krajowego operatora systemu przesyłowego poprzez budowę i modernizację systemów informatycznych oraz prowadzenie prac badawczo-rozwojowych. Firma wdraża także zaawansowaną automatyzację procesów biznesowych, co pozwala na zwiększenie efektywności działania. Głównym założeniem naszego klienta jest zapewnienie efektywnej i niezawodnej pracy systemu elektroenergetycznego, wspierając jednocześnie rozwój odnawialnych źródeł energii. O Jit TeamThe Human factor of IT – to nie tylko slogan, to filozofia. Fundamentem Jit Team są ludzie, dlatego to właśnie Was traktujemy priorytetowo. Zatrudniamy ponad 500 doświadczonych ekspertów. Tworzymy wysoko specjalizowane zespoły dla klientów z całego świata. Członkom zespołu oferujemy rozwojowe projekty, szeroki zakres benefitów oraz autorski program rozwoju zawodowego.Za naszą maksymą stoją, także działania charytatywne i edukacyjne. Wspieramy uczniów i studentów, przekazując sprzęt do nauki. Oferujemy staże ułatwiające rozpoczęcie kariery w IT. Wspieramy ratowników wodnych oraz szpitale, dostarczając potrzebne wyposażenie. Jesteśmy Polską firmą i dzielimy się tym, co osiągnęliśmy przez 14 lat działalności. Wspierając rodzime inicjatywy, dbamy o obieg dobrej energii.","Jit Team","https://justjoin.it/job-offer/jit-team-senior-fullstack-developer-wroclaw-java-7f12d101",20000,26250,PLN,"Angular;.Net;JavaScript;PL/SQL;Oracle;Docker;Kafka","New"
".Net Developer","In our work environment, communication, friendly relationships and mutual support play a crucial role in our projects being successful and our customers being satisfied. If you are a team player, you like collaborating with others and you feel that the work floor is also a place to set up long-lasting friendly relationships with other colleagues, then Aspire is the right place for you.  Personal growth of all our colleagues is a part of our culture. We provide a lot of opportunities to gain new knowledge and experience including trainings,workshops, conferences, knowledge sharing meetings and peer reviews. We are a people-centric company and believe that if our people grow, we grow with them. You will work on developing a UK insurance trading platform which supports all aspects of digital distribution and administration for insurers. You will join one of our .Net teams that works in an Agile way (Scrum). If you are enthusiastic and dedicated team player that is up for a new challenge in a great team and an exciting industry don't hesitate to apply for this job!What we offer: Want to know more about our benefits? Click here.Want to know more about our Power Club? Click here.Want to know more about our League of Geeks platform? Click here.Your role in the team will include
Design, development and testing of new features in the applications
Responsibility for regular communication with others involved in the development process
Implement, test, and bug-fix functionality
Responsibility for design and implementation of software projects using C#
Design, build, and maintain efficient and reliable C# code
We're looking for you if you have  
Good knowledge of C# (2 years and more).
Angular experience.
Experience in working with MS SQL.
Experience in working with technologies: ASP.NET, JS / TS, HTML / CSS.
Experiences in object-oriented programming.
At least two years of experience in a similar position.
Good command of English (minimum level B2).
You should choose Aspire because
we understand that introducing time pressure and stress is NOT the way to go,
we believe friendly atmosphere, flat company structure and making sure work is fun is what is key to success,
we love sports! See our Power Club,
we provide you with continuous feedback on the things you do right and the things you could potentially improve.
Our colleague Joachim will guide you from the moment you apply and will support you throughout the whole recruitment process. If you have any questions before you decide to apply feel free to check our FAQ For Candidates or simply reach out to Joachim by email: joachim.frejnagel@aspiresys.comWe are also available for you on Messenger for any questions, doubts or queries that you might have ( you can communicate in Polish or English).We really hope you become our new colleague soon and we will have a great time together!","Aspire Systems Poland","https://justjoin.it/job-offer/aspire-systems-poland--net-developer-gdansk-net-f5ea07b1",13000,16000,PLN,"C#;ASP.NET;HTML;MS SQL;JavaScript;Angular","New"
"Fullstack Developer (TypeScript & JavaScript)","Jesteśmy agencją rekrutacyjną, zajmującą się wyszukiwaniem i pozyskiwaniem najlepszych talentów ✨ dla naszych klientów. Pomagamy start-upom, software house’om i przedsiębiorstwom w skalowaniu i transformacji poprzez nawiązywanie współpracy z ambitnymi inżynierami posiadającymi prawdziwą pasję do technologii.Obecnie poszukujemy Fullstack Developera do startupu rozwijającego aplikację mobilną, która integruje plan żywieniowy oraz ćwiczenia, oferując kompleksowe wsparcie na każdym etapie procesu odchudzania i budowania zdrowych nawyków.Jako Fullstack Developer będziesz odpowiedzialny za rozwój i utrzymanie platformy technologicznej. Będziesz współpracować z zespołem programistów, testerów, projektantów UI/UX oraz ekspertów w dziedzinie dietetyki, aby tworzyć i doskonalić innowacyjne rozwiązania dla naszych klientów. Twój zakres odpowiedzialności obejmować będzie back-end oraz front-end aplikacji w proporcji backend/frontend ok. 70%-30%, integrację z bazami danych, serwisami zewnętrznymi i narzędziami analitycznymi.🔷Obowiązki:
Tworzenie, rozwój i utrzymanie aplikacji typu SaaS oraz aplikacji mobilnej

Rozwój backendu aplikacji (ok. 70-80% czasu) aplikacji w Javascript (NodeJS)
Rozwój frontendu aplikacji (ok. 20-30% czasu) aplikacji w TypeScript (React i React Native)
Implementacja nowych oraz optymalizacja istniejących modułów i serwisów w tym aktualizacje frameworków, struktury projektu i skalowalności aplikacji.
Tworzenie testów automatycznych (unit i integracyjne) w Jest
Współpraca z analitykami oraz dedykowanym zespołem QA przy implementacji i testowaniu rozwiązań.
🎯Wymagania:
Min. 3+ lat doświadczenia komercyjnego jako Backend/Fullstack developer w języku Javascript/TypeScript
Doświadczenie w rozwijaniu aplikacji w NodeJS i React lub React Native

Doświadczenie w zarządzaniu danymi w bazach relacyjnych (PostgreSQL, MariaDB) i nierelacyjnych (Redis, MongoDB, RabbitMQ)


Biegła / ojczysta znajomość języka polskiego, umożliwiająca codzienną pracę w polskojęzycznym zespole
Nice to have: 
Znajomość PHP i WordPress (dla rozwoju integracji) oraz Next.JS
Zdolność do efektywnej współpracy z zespołem oraz komunikacji w zespole 100% zdalnym
Proaktywne podejście do komunikacji, rozwiązywania problemów oraz dzielenia się wiedzą.
Wykształcenie wyższe techniczne
Doświadczenie w pracy w środowisku startupowym
⭐ Co oferujemy:
Atrakcyjne wynagrodzenie w widełkach 12000-22000 B2B, w zależności od doświadczenia

W 100% pracę zdalną, z elastycznym podejściem
21 dni płatnego urlopu
Multisport/Medicover
Sprzęt służbowy lub dopłata za pracę na własnym sprzęcie
Aplikuj teraz! Dołącz do zespołu Relout Team już dziś!📢","Relout","https://justjoin.it/job-offer/relout-fullstack-developer-typescript-javascript--warszawa-javascript",12000,22000,PLN,"JavaScript;TypeScript;Node.js;React;React Native;WordPress;PHP","New"
"Fullstack Developer (.NET+JavaScript)","About the roleWe are seeking a Senior Fullstack Developer with a strong focus on cloud architecture to join our dynamic team. In this role, you will lead the development and optimization of our client's cloud-based compliance platform, ensuring scalability, security, and seamless integration with regulatory standards. This is an opportunity to contribute to cutting-edge technologies in the mobility sector, shaping the future of autonomous and highly automated systems.About ProjectOur client is a European technology leader revolutionizing compliance platforms for mobility. They support major players in the automotive, aviation, and robotics industries to design, develop, and deploy highly automated and autonomous mobility systems efficiently.RequirementsEssential:
6+ years of experience as a Fullstack Developer with advanced skills in frontend and backend development, ideally with C# and Javascript knowledge.
2+ years of hands-on experience with cloud platforms like Azure, AWS, or Google Cloud Platform.
Proficiency in JavaScript, including frameworks and libraries such as React and Node.js.
Strong understanding of database systems, including SQL and data modeling.
Experience working in Agile development environments.
Excellent communication skills and a collaborative mindset.
Business-level fluency in English
Preferred:
Previous experience in startups or fast-paced environments.
Familiarity with the mobility industry and autonomous driving technologies.
Knowledge of NestJS or similar backend frameworks.
Responsibilities
Design and implement scalable and secure software solutions for both frontend and backend systems.
Enhance and maintain the cloud infrastructure using platforms like Azure, AWS, or Google Cloud.
Ensure compliance with regulatory standards and industry-specific requirements.
Optimize database performance and implement robust data management solutions.
Collaborate with cross-functional teams to gather requirements, prioritize tasks, and deliver business-driven solutions.
Stay updated on emerging technologies and industry trends to continuously innovate and improve the platform.
Monitor and troubleshoot platform issues, ensuring minimal downtime and quick resolutions.
Support ongoing improvement initiatives, focusing on user experience, safety, security, and development efficiency.","co.brick","https://justjoin.it/job-offer/co-brick-fullstack-developer-net-javascript--gliwice-net",20000,24000,PLN,".Net;JavaScript;Azure","New"
